title,url,vendor,topic,sockets,contains
NGINX Tuning Guide for AMD EPYC 9004 Series Processors (58010),https://docs.amd.com/v/u/en-US/58010-epyc-9004-tg-nginx,AMD,tuning,1P/2P,NGINX tuning for EPYC 9004; Document ID 58010 Rev 1.0 (2023-06-13).
NVMe SSD Performance Evaluation Guide for Windows Server 2016 and Red Hat Enterprise Linux 7.4 (56367),https://docs.amd.com/v/u/en-US/2018-amd-epyc-7001-tg-nvme-rhel-perfeval-56367,AMD,tuning,1P/2P,NVMe SSD performance evaluation on WS2016 and RHEL 7.4 for EPYC; Document ID 56367 Rev 0.7 (2018-08-01).
NVMe Tuning Guide for AMD EPYC 7003 Series Processors (70580),https://docs.amd.com/v/u/en-US/nvme-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,NVMe tuning for EPYC 7003; Document ID 70580 Rev 1.0 (2022-03-21).
NVMe Tuning Guide for AMD EPYC 8004 Processors (58314),https://docs.amd.com/v/u/en-US/58314-amd-epyc-8004-tg-nvme,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. NVMe tuning for EPYC 8004; Document ID 58314 Rev 1.0 (2023-09-18)."
NVMe Tuning Guide for AMD EPYC 8005 Series Processors (72139),https://docs.amd.com/v/u/en-US/72139-nvme-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. NVMe tuning for EPYC 8005; Document ID 72139 Rev 1.0 English (2026-05-19)."
NVMe Tuning Guide for AMD EPYC 9004 Series Processors (57995),https://docs.amd.com/v/u/en-US/57995-epyc-9004-tg-nvme,AMD,tuning,1P/2P,NVMe tuning for EPYC 9004; Document ID 57995 Rev 1.0 (2023-06-13).
openSIL AGCL-R (AGESA compatibility layer reduced),https://github.com/openSIL/AGCL-R,AMD,tuning,1P/2P,Reduced AGESA compatibility layer used with openSIL UEFI integration.
openSIL amd-edk2 (Turin POC),https://github.com/openSIL/amd-edk2,AMD,tuning,1P/2P,Additional openSIL repo: AMD edk2 FW source developed for Turin openSIL POC.
openSIL amd-edk2-platforms,https://github.com/openSIL/amd-edk2-platforms,AMD,tuning,1P/2P,AMD EDK2 platform tree related to openSIL evaluation.
openSIL amd_firmwares,https://github.com/openSIL/amd_firmwares,AMD,tuning,1P/2P,Firmware artifacts/notes accompanying openSIL POC (not a socket design kit).
openSIL EDKII-Platform (Onyx CRB),https://github.com/openSIL/EDKII-Platform,AMD,tuning,1P/2P,Sample EDKII platform package for AMD Onyx CRB Genoa openSIL POC.
openSIL Genoa/Turin silicon-init POC,https://github.com/openSIL/openSIL,AMD,tuning,1P/2P,Open-source xSIM/xPRF/xUSL POC tested on Onyx CRB (F19M10). README: not production; AGESA PI remains NDA.
openSIL PlatformTools (Turin POC),https://github.com/openSIL/PlatformTools,AMD,tuning,1P/2P,"Additional openSIL repo: build tools for AMD edk2 platform FW, intended for Turin openSIL POC. Not production AGESA."
openSIL UEFI interface (Genoa POC),https://github.com/openSIL/opensil-uefi-interface,AMD,tuning,1P/2P,UEFI package to call openSIL from PEI on Genoa POC firmware.
openSIL unit_test_framework,https://github.com/openSIL/unit_test_framework,AMD,tuning,1P/2P,"Opened GitHub: leftover openSIL org repo for AMD openSIL unit tests. Evaluation FW tests, not production AGESA / not a pin map."
Opensource RDBMS Tuning Guide for AMD EPYC 7003 Series Processors (70581),https://docs.amd.com/v/u/en-US/opensource-rdbms-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,Open-source RDBMS tuning for EPYC 7003; Document ID 70581 Rev 1.0 (2022-03-21).
Performance Monitor Counters for AMD Family 1Ah Models 00h-0Fh Processors (58550),https://docs.amd.com/v/u/en-US/58550-0.01,AMD,tuning,1P/2P,"Opened hub; khub content application/pdf 172 KB / 39 pages. Turin/Zen5 EPYC PMC event list including UMC performance monitors; Document ID 58550 Rev 0.02 (Mar 2024). Software counters, not a pin map."
Performance Tuning Guidelines for Low Latency Response on AMD EPYC 7002 Series Processor Based Servers (57037),https://docs.amd.com/v/u/en-US/amd-epyc-7002-tg-hpe-sysjitter-57037,AMD,tuning,1P/2P,Low-latency/sysjitter performance tuning for EPYC 7002 servers; Document ID 57037 Rev 1.0 (2020-11-01).
Performance Tuning Guidelines for Low Latency Response on AMD EPYC-Based Servers Application Note (56263),https://docs.amd.com/v/u/en-US/56263-EPYC-performance-tuning-app-note,AMD,tuning,1P/2P,Public low-latency application note for early EPYC servers; Document ID 56263 Rev 3.01 (2018-06-26).
Practical Strategies for Low-Cost LLM Deployments Using 4th Gen AMD EPYC Processors (70603),https://docs.amd.com/v/u/en-US/amd-epyc-9004-wp-cpu-for-llm,AMD,tuning,1P/2P,White paper on low-cost LLM deployments on 4th Gen EPYC; Document ID 70603 (2024-05-09).
Preparing a Cluster of Mixed Server Processors for Live KVM Migrations (LE-92901),https://docs.amd.com/v/u/en-US/live-kvm-migration-preparation-for-amd-epyc,AMD,tuning,1P/2P,Public live KVM migration prep for mixed EPYC generations; Document ID LE-92901 (2025-06-09).
RDBMS Tuning Guide for AMD EPYC 7002 Series Processors (56949),https://docs.amd.com/v/u/en-US/2020-amd-epyc-7002-tg-rdbms-56949_1_0,AMD,tuning,1P/2P,RDBMS tuning for EPYC 7002; Document ID 56949 Rev 1.0 (2020-07-01).
RDBMS Tuning Guide for AMD EPYC 9004 Series Processors (57996),https://docs.amd.com/v/u/en-US/57996-epyc-9004-tg-rdbms,AMD,tuning,1P/2P,RDBMS tuning for EPYC 9004; Document ID 57996 Rev 1.0 (2023-06-13).
Red Hat Enterprise Linux Tuning Guide AMD EPYC 7003 Series Processors (70585),https://docs.amd.com/v/u/en-US/redhat-enterprise-linux-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,RHEL tuning for EPYC 7003; Document ID 70585 Rev 1.0 (2022-03-21).
Red Hat Enterprise Linux Tuning Guide for AMD EPYC 8004 Series Processors (58318),https://docs.amd.com/v/u/en-US/58318_amd-epyc-8004-tg-redhat-enterprise-linux,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. RHEL tuning for EPYC 8004; Document ID 58318 Rev 1.0 (2023-09-18)."
Red Hat Enterprise Linux Tuning Guide for AMD EPYC 8005 Series Processors (72135),https://docs.amd.com/v/u/en-US/72135-red-hat-enterprise-linux-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. RHEL tuning for EPYC 8005; Document ID 72135 Rev 1.0 English (2026-05-19)."
Red Hat Enterprise Linux Tuning Guide for AMD EPYC 9004 Series Processors (57997),https://docs.amd.com/v/u/en-US/57997-epyc-9004-tg-redhat-enterprise-linux,AMD,tuning,1P/2P,RHEL tuning for EPYC 9004; Document ID 57997 Rev 1.0 (2023-06-13).
RedHat Openshift Container Tuning Guide for AMD EPYC 8005 Series Processors (72133),https://docs.amd.com/v/u/en-US/72133-red-hat-openshift-container-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. OpenShift container tuning for EPYC 8005; Document ID 72133 Rev 1.0 English (2026-05-19)."
Shearwater Reveal RTM on AWS Using Amazon EC2 Hpc7a Instances and FSx for Lustre (70605),https://docs.amd.com/v/u/en-US/amd-epyc-9004-wp-hpc7a-shearwater,AMD,tuning,1P/2P,White paper on Shearwater Reveal RTM on EC2 Hpc7a (EPYC 9004); Document ID 70605 (2024-03-04).
Software Optimization Guide for AMD EPYC 7002 Processors (56305),https://docs.amd.com/v/u/en-US/56305,AMD,tuning,1P/2P,Public EPYC 7002/Rome software optimization guide zip; Document ID 56305 Rev 3.02 (2020-03-31). Hub content API returned application/zip without login.
Software Optimization Guide for AMD Family 17h Processors (PUB) (55723),https://docs.amd.com/v/u/en-US/55723_3.01,AMD,tuning,1P/2P,Public Family 17h (Zen/Zen2 including EPYC 7001/7002) software optimization guide zip; Document ID 55723-pub Rev 3.01 English (2021-02-08); isSecure false.
Software Optimization Guide for the AMD Zen5 Microarchitecture (PUB) (58455),https://docs.amd.com/v/u/en-US/58455_1.00,AMD,tuning,1P/2P,Public Zen 5 SOG zip; Document ID 58455pub Rev 1.00 English (2024-08-15); isSecure false. Software pipeline/latency tables for EPYC 9005 cores.
SPDK Storage Performance Tuning Guide for AMD EPYC 9005 Series Processors (72982),https://docs.amd.com/v/u/en-US/spdk-storage-performance-tuning-guide-for-amd-epyc-9005-series-processors-72982,AMD,tuning,1P/2P,SPDK storage performance tuning for EPYC 9005; Document ID 72982 Rev 1.0 English (2026-08-20).
tianocore edk2-platforms Platform/AMD (GenoaBoard/TurinBoard),https://github.com/tianocore/edk2-platforms/tree/master/Platform/AMD,AMD,tuning,1P/2P,Public EDKII platform packages: GenoaBoard (Onyx/Quartz/Ruby/Shale/Sunstone/Titanite/Cinnabar) and TurinBoard (Onyx/Chalupa/Galena/Purico/Volcano). AGESA PI blobs remain NDA.
tianocore edk2-platforms Platform/AMD/GenoaBoard,https://github.com/tianocore/edk2-platforms/tree/master/Platform/AMD/GenoaBoard,AMD,tuning,1P/2P,"Public EDKII sample packages for Genoa SP5 CRBs (Onyx/Quartz/Ruby/Shale/Sunstone/Titanite/Cinnabar). No README.md in tree (404). AGESA PI blobs remain NDA; this is board pkg layout only, not a pin map."
tianocore edk2-platforms Platform/AMD/TurinBoard,https://github.com/tianocore/edk2-platforms/tree/master/Platform/AMD/TurinBoard,AMD,tuning,1P/2P,Public EDKII sample packages for Turin SP5 CRBs (Onyx/Chalupa/Galena/Purico/Volcano/Quartz/Ruby/Titanite). README.md not separately published; tree is public. AGESA PI remains NDA.
Ubuntu Tuning Guide for AMD EPYC 8004 Series Processors (58305),https://docs.amd.com/v/u/en-US/58305_amd-epyc-8004-tg-ubuntu,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Ubuntu tuning for EPYC 8004; Document ID 58305 Rev 1.0 (2023-09-18)."
Ubuntu Tuning Guide for AMD EPYC 8005 Series Processors (72137),https://docs.amd.com/v/u/en-US/72137-ubuntu-tuning-guide-amd-epyc-8005,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. Ubuntu tuning for EPYC 8005; Document ID 72137 Rev 1.0 English (2026-05-19)."
Ubuntu Tuning Guide for AMD EPYC 9004 Series Processors (58005),https://docs.amd.com/v/u/en-US/58005-epyc-9004-tg-ubuntu,AMD,tuning,1P/2P,Ubuntu tuning for EPYC 9004; Document ID 58005 Rev 1.0 (2023-06-13).
Unlock the Power of Data Analytics with Amazon EC2 m7a Instances Powered by 4th Gen AMD EPYC CPUs (70610),https://docs.amd.com/v/u/en-US/amd-epyc-9004-wp-unlocking-data-analytics-power,AMD,tuning,1P/2P,Data-analytics white paper on EC2 m7a / 4th Gen EPYC; Document ID 70610 (2024-07-11).
Unlocking the Performance of Azure Virtual Desktop for Azure Local with AMD EPYC Using Login Enterprise (70445),https://docs.amd.com/v/u/en-US/azure-virtual-desktop-avd-for-azure-local-amd-epyc-8004-processor-performance-guide,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. AVD for Azure Local performance guide using Login Enterprise (8004 hub slug); Document ID 70445 (2025-04-08)."
Virtual Desktop Infrastructure (VDI) Tuning Guide for AMD EPYC 7003 Series Processors (70588),https://docs.amd.com/v/u/en-US/virtual-desktop-infrastructure-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,VDI tuning for EPYC 7003; Document ID 70588 Rev 1.0 (2021-05-01).
Virtual Desktop Infrastructure (VDI) Tuning Guide for AMD EPYC 9004 Series Processors (58001),https://docs.amd.com/v/u/en-US/58001_amd-epyc-9004-tg-vdi,AMD,tuning,1P/2P,VDI tuning for EPYC 9004; Document ID 58001 Rev 1.0 (2023-06-13).
Virtual Machine (VM) Migration Guide for AMD EPYC 7000 Series Processors (70600),https://docs.amd.com/v/u/en-US/virtual-machine-migration-guide-epyc-7000-series,AMD,tuning,1P/2P,"Opened hub; khub content application/pdf 1.57 MB / 36 pages. VM live-migration user guide for EPYC 7001/7002/7003 (Pub 57005 Rev 2.0 / hub Document ID 70600, Oct 2021). Distinct slug from existing 58206 9004 VM migration."
VMware Network Throughput on AMD EPYC with Mellanox 100GbE NIC (56354),https://docs.amd.com/v/u/en-US/2018-amd-epyc-7001-tg-vmware-mellanox-100gbe-56354,AMD,tuning,1P/2P,VMware network throughput with Mellanox 100GbE on EPYC; Document ID 56354 Rev 1.0 (2018-06-01).
VMware Network Tuning Guide for AMD EPYC 7002 Series Processor Based Servers (56763),https://docs.amd.com/v/u/en-US/2019-amd-epyc-7002-tg-vmware-network-56763_0_90,AMD,tuning,1P/2P,VMware network tuning for EPYC 7002 servers; Document ID 56763 Rev 1.0 (2019-11-01).
VMware Network Tuning Guide for AMD EPYC 9004 Series Processors (58000),https://docs.amd.com/v/u/en-US/58000_amd-epyc-9004-tg-vmware-network,AMD,tuning,1P/2P,VMware network tuning for EPYC 9004; Document ID 58000 Rev 1.0 (2023-06-13).
VMware vSAN Tuning Guide for AMD EPYC 7002 Series Processors (56781),https://docs.amd.com/v/u/en-US/2019-amd-epyc-7002-tg-vmware-vsan-56781_1_0,AMD,tuning,1P/2P,VMware vSAN tuning for EPYC 7002; Document ID 56781 Rev 1.0 (2019-12-01).
VMware vSAN Tuning Guide for AMD EPYC 7003 Series Processors (70589),https://docs.amd.com/v/u/en-US/vmware-vsan-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,VMware vSAN tuning for EPYC 7003; Document ID 70589 Rev 1.0 (2023-04-21).
VMware vSAN Tuning Guide for AMD EPYC 8004 Series Processors (58331),https://docs.amd.com/v/u/en-US/58331_amd-epyc-8004-tg-vmware-vsan,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. VMware vSAN tuning for EPYC 8004; Document ID 58331 Rev 1.0 (2024-09-24)."
VMware vSAN Tuning Guide for AMD EPYC 9004 Series Processors (70572),https://docs.amd.com/v/u/en-US/epyc-9004-tg-vmware-vsan,AMD,tuning,1P/2P,VMware vSAN tuning for EPYC 9004; Document ID 70572 Rev 1.0 (2023-06-13).
VMware vSphere Network Tuning Guide for AMD EPYC 7003 Series Processors (70590),https://docs.amd.com/v/u/en-US/vmware-vsphere-network-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,VMware vSphere network tuning for EPYC 7003; Document ID 70590 Rev 1.0 (2022-03-21).
VMware vSphere Tuning Guide for AMD EPYC 7002 Series Processors (56779),https://docs.amd.com/v/u/en-US/2019-amd-epyc-7002-tg-vmware-vsphere-56779_1_0,AMD,tuning,1P/2P,VMware vSphere tuning for EPYC 7002; Document ID 56779 Rev 1.0 (2019-11-01).
VMware vSphere Tuning Guide for AMD EPYC 7003 Series Processors (70591),https://docs.amd.com/v/u/en-US/vmware-vsphere-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,VMware vSphere tuning for EPYC 7003; Document ID 70591 Rev 1.0 (2022-03-21).
VMware vSphere Tuning Guide for AMD EPYC 8004 Series Processors (58329),https://docs.amd.com/v/u/en-US/58329_amd-epyc-8004-tg-vmware-vsphere,AMD,tuning,1P,"SP6/800x 1P (Siena/dense), not SP5 2P. VMware vSphere tuning for EPYC 8004; Document ID 58329 Rev 1.0 (2023-09-18)."
VMware vSphere Tuning Guide for AMD EPYC 9004 Series Processors (58003),https://docs.amd.com/v/u/en-US/58003_amd-epyc-9004-tg-vmware-vsphere,AMD,tuning,1P/2P,VMware vSphere tuning for EPYC 9004; Document ID 58003 Rev 1.0 (2023-06-13).
Windows Network Tuning Guide for AMD EPYC 7002 Series Processor Based Servers (56746),https://docs.amd.com/v/u/en-US/2019-amd-epyc-7002-tg-windows-network-56746_0_90,AMD,tuning,1P/2P,Windows network tuning for EPYC 7002 servers; Document ID 56746 Rev 1.0 (2019-10-01).
Windows Network Tuning Guide for AMD EPYC 7003 Series Processors (70592),https://docs.amd.com/v/u/en-US/windows-network-tuning-guide-amd-epyc7003-series-processors,AMD,tuning,1P/2P,Windows network tuning for EPYC 7003; Document ID 70592 Rev 1.0 (2021-04-01).
Workload Tuning Guide for AMD EPYC 7002 Series Processor Based Servers (56745),https://docs.amd.com/v/u/en-US/2019-amd-epyc-7002-tg-bios-workload-56745_0_80,AMD,tuning,1P/2P,BIOS/workload tuning for EPYC 7002 servers; Document ID 56745 Rev 0.8 (2019-11-01).
Workload Tuning Guide for AMD EPYC 7003 Series Processors (57011),https://docs.amd.com/v/u/en-US/amd-epyc-7003-tg-workload-57011,AMD,tuning,1P/2P,Workload/BIOS tuning for EPYC 7003; Document ID 57011 Rev 1.0 (2022-03-21).
coreboot AMD SoC documentation,https://doc.coreboot.org/soc/amd/index.html,Linux/GitHub,tuning,1P/2P,coreboot AMD SoC-specific docs index (client/server overlap; not SP5 PDG).
coreboot src/soc/amd,https://github.com/coreboot/coreboot/tree/master/src/soc/amd,Linux/GitHub,tuning,1P/2P,coreboot AMD SoC directory (mostly client SoCs: common/Makefile.mk present). No dedicated EPYC SP5 server SoC PDG in-tree.
US10282295B1 Reducing cache footprint in cache coherence directory,https://patents.google.com/patent/US10282295B1/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Walker/Boyer/Eckert/Loh). Shrinks cache-coherence directory footprint (page/cacheline tracking). Probe-filter/directory related; not Intel.
US10635588B2 Distributed coherence directory subsystem with exclusive data regions,https://patents.google.com/patent/US10635588B2/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Eckert/Steinman/Raasch). Distributed coherence directory with exclusive-data regions; related to probe-filter/directory scaling. Architecture disclosure.
US10761986B2 Redirecting data to improve page locality in a scalable data fabric,https://patents.google.com/patent/US10761986B2/en,USPTO,patent,1P/2P,"Opened Google Patents: AMD assignee (Blagodurov/Conway et al.). Scalable data fabric with coherent slave, I/O memory slave, and a filter storing data-location info (page probe filter / SDF). Not Intel QPI/docking."
US10776282B2 Home agent based cache transfer acceleration scheme,https://patents.google.com/patent/US10776282B2/en,USPTO,patent,1P/2P,"Opened Google Patents: AMD assignee (Apte/Balakrishnan/Kalyanasundharam/Lepak). Home-agent early probe/cache-transfer acceleration between processing nodes. Coherent fabric, not docking/mouthwash."
US10922237B2 Accelerating accesses to private regions in a region-based cache directory scheme,https://patents.google.com/patent/US10922237B2/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Kalyanasundharam/Apte/Balakrishnan). Speeds private-region hits in a region-based cache directory / probe-filter scheme. Granted of US20200081844A1.
US11119926B2 Region based directory scheme to adapt to large cache sizes,https://patents.google.com/patent/US11119926B2/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Kalyanasundharam/Lepak/Apte et al.). Region-based cache directory to scale probe-filter/directory cost with large caches. Granted of US20190188137A1.
US11314646B2 Region based split-directory scheme to adapt to large cache sizes,https://patents.google.com/patent/US11314646B2/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Kalyanasundharam/Lepak/Apte/Balakrishnan). Split region-based cache directory for large last-level caches. Granted of US20200401519A1.
US11698860B2 Multiple address spaces to facilitate data movement (IOMMU on Infinity Fabric),https://patents.google.com/patent/US11698860B2/en,USPTO,patent,1P/2P,Opened Google Patents: assignee ATI Technologies ULC (AMD subsidiary). Multi-context IOMMU over a data fabric such as AMD Infinity Fabric; multi-socket SDXI/IOMMU message exchange. Not Intel.
US12141066B2 Probe filter directory management,https://patents.google.com/patent/US12141066B2,USPTO,patent,1P/2P,Opened Google Patents: coherent data fabric with probe filter/directory cleaner between masters and memory controllers.
US12393532B2 Coherent block read fulfillment,https://patents.google.com/patent/US12393532B2/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Kalyanasundharam/Apte/Morton/Balakrishnan/Ling). Coherent master/slave data fabric with per-channel probe filters (cache directory) and memory controllers; globally-ordered block-read optimization on IOD fabric. Unique vs existing 14 probe-filter patents. Not Intel/docking.
US12524365B2 Programmable provision of lanes of a computing system interconnect,https://patents.google.com/patent/US12524365B2/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Azevedo/Barnes/Tresidder). SoC programmable interconnect maps SERDES lanes to PHY engines (PCIe/SATA/Ethernet etc.) from a motherboard-vendor boot spec; dual-personality slots. Closest unique public PCIe/xGMI-mux/SERDES disclosure found. Not Intel.
US20170177484A1 Region probe filter for distributed memory system,https://patents.google.com/patent/US20170177484A1/en,USPTO,patent,1P/2P,"Opened Google Patents: AMD assignee (Patrick N. Conway). Region+line probe filter for coherent NUMA multi-processor fabric; granted as US9792210B2. Architecture disclosure, not a board kit. Dropped Intel/Unifabrix/GPU-chiplet/wireless-HCE patents."
"US8732410B2 Accelerated shared data migration among source, destination, and shared cache memory",https://patents.google.com/patent/US8732410B2/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Lepak/Kalyanasundharam/Hughes/Tsien/Donley). Directory/probe-filter protocol for shared-data migration among nodes. Granted of US20120144122A1.
US9058269B2 Probe filter for shared caches,https://patents.google.com/patent/US9058269B2/en,USPTO,patent,1P/2P,Opened Google Patents: AMD assignee (Krick/King/Nakra). Probe filter using inclusion bits / victim probe bit for shared caches in a multiprocessor. Architecture disclosure.
US9792210B2 Region probe filter for distributed memory system,https://patents.google.com/patent/US9792210B2/en,USPTO,patent,1P/2P,"Opened Google Patents: AMD assignee (Patrick N. Conway). Granted form of US20170177484A1 (application URL already cataloged). Region+line probe filter for coherent NUMA multi-processor fabric. Architecture disclosure, not a board kit."
US9996487B2 Coherent fabric interconnect for multiple topologies,https://patents.google.com/patent/US9996487B2/en,USPTO,patent,1P/2P,"Opened Google Patents: coherent vs non-coherent fabric topologies and memory-controller attach. Architecture disclosure, not a board kit."
