connector,pad,v10_signal,class,oam0_net,oam1_net,oam2_net,oam3_net,oam4_net,oam5_net,oam6_net,oam7_net,wired_on_all_8,notes
Conn0,J37,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K37,S3_TX3P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L37,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B38,S3_RX10N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D38,S3_RX4N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,E38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F38,TEST6,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn0,G38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H38,S3_TX11N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,J38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K38,S3_TX3N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L38,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A39,S3_RX9P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,B39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C39,S3_RX2P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,D39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E39,S3_RX3P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G39,S3_TX10P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J39,S3_TX1P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,K39,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L39,S3_TX2P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,A40,S3_RX9N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,B40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C40,S3_RX2N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,D40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E40,S3_RX3N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G40,S3_TX10N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J40,S3_TX1N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,K40,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L40,S3_TX2N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,A41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B41,S3_RX8P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D41,S3_RX1P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,E41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F41,TEST7,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn0,G41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H41,S3_TX9P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,J41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K41,S3_TX0P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L41,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B42,S3_RX8N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,C42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D42,S3_RX1N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,E42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F42,TEST8,unmapped_nc,,,,,,,,,no,Named in v1.0 but AMD overlay unknown or reserved; no copper
Conn0,G42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H42,S3_TX9N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,J42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K42,S3_TX0N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,L42,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A43,PCIE_RX1P,pcie_stub,OAM0_PCIE_RX1P,OAM1_PCIE_RX1P,OAM2_PCIE_RX1P,OAM3_PCIE_RX1P,OAM4_PCIE_RX1P,OAM5_PCIE_RX1P,OAM6_PCIE_RX1P,OAM7_PCIE_RX1P,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,B43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C43,PCIE_RX0P,pcie_stub,OAM0_PCIE_RX0P,OAM1_PCIE_RX0P,OAM2_PCIE_RX0P,OAM3_PCIE_RX0P,OAM4_PCIE_RX0P,OAM5_PCIE_RX0P,OAM6_PCIE_RX0P,OAM7_PCIE_RX0P,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,D43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E43,S3_RX0P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G43,S3_TX8P,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J43,PCIE_TX1P,pcie_stub,OAM0_PCIE_TX1P,OAM1_PCIE_TX1P,OAM2_PCIE_TX1P,OAM3_PCIE_TX1P,OAM4_PCIE_TX1P,OAM5_PCIE_TX1P,OAM6_PCIE_TX1P,OAM7_PCIE_TX1P,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,K43,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L43,PCIE_TX0P,pcie_stub,OAM0_PCIE_TX0P,OAM1_PCIE_TX0P,OAM2_PCIE_TX0P,OAM3_PCIE_TX0P,OAM4_PCIE_TX0P,OAM5_PCIE_TX0P,OAM6_PCIE_TX0P,OAM7_PCIE_TX0P,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,A44,PCIE_RX1N,pcie_stub,OAM0_PCIE_RX1N,OAM1_PCIE_RX1N,OAM2_PCIE_RX1N,OAM3_PCIE_RX1N,OAM4_PCIE_RX1N,OAM5_PCIE_RX1N,OAM6_PCIE_RX1N,OAM7_PCIE_RX1N,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,B44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,C44,PCIE_RX0N,pcie_stub,OAM0_PCIE_RX0N,OAM1_PCIE_RX0N,OAM2_PCIE_RX0N,OAM3_PCIE_RX0N,OAM4_PCIE_RX0N,OAM5_PCIE_RX0N,OAM6_PCIE_RX0N,OAM7_PCIE_RX0N,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,D44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,E44,S3_RX0N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,F44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,G44,S3_TX8N,serdes_named_not_routed,,,,,,,,,no,Named SerDes (xGMI/IF candidate). NO NET on any seat. Do not route S1-S7.
Conn0,H44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,J44,PCIE_TX1N,pcie_stub,OAM0_PCIE_TX1N,OAM1_PCIE_TX1N,OAM2_PCIE_TX1N,OAM3_PCIE_TX1N,OAM4_PCIE_TX1N,OAM5_PCIE_TX1N,OAM6_PCIE_TX1N,OAM7_PCIE_TX1N,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,K44,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,L44,PCIE_TX0N,pcie_stub,OAM0_PCIE_TX0N,OAM1_PCIE_TX0N,OAM2_PCIE_TX0N,OAM3_PCIE_TX0N,OAM4_PCIE_TX0N,OAM5_PCIE_TX0N,OAM6_PCIE_TX0N,OAM7_PCIE_TX0N,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,A45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B45,PCIE_RX3P,pcie_stub,OAM0_PCIE_RX3P,OAM1_PCIE_RX3P,OAM2_PCIE_RX3P,OAM3_PCIE_RX3P,OAM4_PCIE_RX3P,OAM5_PCIE_RX3P,OAM6_PCIE_RX3P,OAM7_PCIE_RX3P,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,C45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D45,PCIE_RX2P,pcie_stub,OAM0_PCIE_RX2P,OAM1_PCIE_RX2P,OAM2_PCIE_RX2P,OAM3_PCIE_RX2P,OAM4_PCIE_RX2P,OAM5_PCIE_RX2P,OAM6_PCIE_RX2P,OAM7_PCIE_RX2P,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,E45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,F45,PE_REFCLKP,clock_reset,OAM0_PE_REFCLKP,OAM1_PE_REFCLKP,OAM2_PE_REFCLKP,OAM3_PE_REFCLKP,OAM4_PE_REFCLKP,OAM5_PE_REFCLKP,OAM6_PE_REFCLKP,OAM7_PE_REFCLKP,yes,
Conn0,G45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,H45,PCIE_TX3P,pcie_stub,OAM0_PCIE_TX3P,OAM1_PCIE_TX3P,OAM2_PCIE_TX3P,OAM3_PCIE_TX3P,OAM4_PCIE_TX3P,OAM5_PCIE_TX3P,OAM6_PCIE_TX3P,OAM7_PCIE_TX3P,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,J45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,K45,PCIE_TX2P,pcie_stub,OAM0_PCIE_TX2P,OAM1_PCIE_TX2P,OAM2_PCIE_TX2P,OAM3_PCIE_TX2P,OAM4_PCIE_TX2P,OAM5_PCIE_TX2P,OAM6_PCIE_TX2P,OAM7_PCIE_TX2P,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,L45,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,A46,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,B46,PCIE_RX3N,pcie_stub,OAM0_PCIE_RX3N,OAM1_PCIE_RX3N,OAM2_PCIE_RX3N,OAM3_PCIE_RX3N,OAM4_PCIE_RX3N,OAM5_PCIE_RX3N,OAM6_PCIE_RX3N,OAM7_PCIE_RX3N,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
Conn0,C46,GND,power_shared,GND,GND,GND,GND,GND,GND,GND,GND,yes,OCP-named power/ground on all 8 seats. P48V = local per-seat pour on 16 Conn0 pads after fuse keepout; NOT a 100A flood. P12V2 Unknown/may be NC. Do not tie P48V to D3000E-S1 (12 V). DO NOT ENERGIZE.
Conn0,D46,PCIE_RX2N,pcie_stub,OAM0_PCIE_RX2N,OAM1_PCIE_RX2N,OAM2_PCIE_RX2N,OAM3_PCIE_RX2N,OAM4_PCIE_RX2N,OAM5_PCIE_RX2N,OAM6_PCIE_RX2N,OAM7_PCIE_RX2N,yes,Named on all 8 seats toward PEX8780-AB80BI G CANDIDATE DNP (8x x8 Gen3 + one x16 uplink = 80). Not 8x x16. Not a CEM mapping. Do not invent a second switch MPN.
